,id,이름,시즌,포지션,나이,게임,타석,타수,득점,안타,2타,3타,홈런,루타,타점,볼넷,사구,고4,희타,희비,도루,도실,삼진,병살,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,타구속도,타구발사각,배럴개수,배럴비율
524,79290,국해성,2019,RF,29,21,41,35,2,6,3,0,0,9,2,5,1,0,0,0,0,0,13,3,0.171,0.293,0.257,0.55,0.263,60.3,-0.06,-0.65,137.30588235294118,25.99411764705882,3.0,0.17647058823529413
525,79300,김지수,2019,3B,32,69,32,30,3,8,2,0,0,10,3,2,0,0,0,0,0,0,7,1,0.267,0.312,0.333,0.645,0.293,,0.0,-0.05,132.57999999999998,20.805,1.0,0.05
526,79334,장영석,2019,3B,29,119,413,372,41,92,15,0,7,128,62,27,9,0,0,5,0,0,77,14,0.247,0.31,0.344,0.6539999999999999,0.297,83.4,0.53,0.11,133.48330612244894,18.62040816326529,26.0,0.10612244897959183
527,79364,김종민,2019,C,33,10,21,20,2,4,0,0,1,7,1,0,0,0,1,0,0,0,7,1,0.2,0.2,0.35,0.55,0.241,,-0.03,-0.37,125.45777777777776,10.4,0.0,0.0
528,79365,박동원,2019,C,29,112,361,317,50,94,15,1,10,141,55,34,2,0,7,1,1,0,56,10,0.297,0.367,0.445,0.812,0.363,125.2,2.92,1.37,136.82931506849314,16.718264840182634,39.0,0.1780821917808219
529,79402,김상수,2019,2B,29,129,543,468,76,127,20,2,5,166,38,50,15,1,6,4,21,3,67,14,0.271,0.358,0.355,0.713,0.326,100.0,2.97,-1.97,130.88643292682914,15.964329268292664,15.0,0.04573170731707317
530,79456,이지영,2019,C,33,106,331,308,40,87,5,1,1,97,39,15,1,1,6,1,5,1,28,14,0.282,0.317,0.315,0.632,0.286,73.3,0.88,-1.51,128.4177981651377,8.085779816513762,6.0,0.027522935779816515
531,79465,배영섭,2019,LF,33,30,80,71,5,16,1,0,0,17,7,6,2,0,0,1,2,0,15,0,0.225,0.3,0.239,0.5389999999999999,0.255,54.8,-0.11,0.4,135.48708333333335,20.604166666666664,2.0,0.04166666666666666
532,79530,양종민,2019,3B,28,18,49,44,1,6,2,0,0,8,5,2,0,0,2,1,0,0,15,3,0.136,0.17,0.182,0.352,0.161,-17.3,-0.56,-0.76,123.02913043478264,15.6,0.0,0.0
533,79608,안치홍,2019,2B,29,105,408,362,45,114,18,1,5,149,49,40,1,1,0,5,4,2,37,9,0.315,0.38,0.412,0.792,0.354,123.3,2.84,0.93,134.11711340206188,17.721649484536083,24.0,0.08247422680412371
534,79705,김회성,2019,1B,33,58,117,104,7,24,4,0,3,37,18,11,0,0,1,1,2,1,24,1,0.231,0.302,0.356,0.6579999999999999,0.297,82.2,0.17,0.16,129.04567164179105,25.123880597014924,4.0,0.059701492537313425
535,50054,천성호,2020,2B,22,64,74,67,7,14,3,0,0,17,1,6,1,0,0,0,1,1,15,0,0.209,0.284,0.254,0.538,0.252,44.5,-0.24,-0.33,130.65880952380954,19.80952380952381,1.0,0.023809523809523808
536,50066,강현우,2020,C,19,26,32,30,2,6,2,0,1,11,3,2,0,0,0,0,0,0,11,1,0.2,0.25,0.367,0.617,0.274,,0.04,0.02,135.41470588235296,15.523529411764708,0.0,0.0
537,50150,손호영,2020,3B,25,22,31,30,9,11,2,0,0,13,3,1,0,0,0,0,5,0,6,2,0.367,0.387,0.433,0.8200000000000001,0.366,125.1,0.29,-0.34,126.11909090909091,21.422727272727272,0.0,0.0
538,50165,라모스,2020,1B,25,115,485,423,74,117,17,2,38,252,84,55,4,5,0,3,2,0,133,7,0.277,0.363,0.596,0.959,0.411,154.8,4.35,2.42,144.71131386861325,23.547445255474443,102.0,0.3722627737226277
539,50202,안권수,2020,RF,27,68,41,37,10,10,0,0,0,10,3,2,0,0,1,1,2,1,5,1,0.27,0.3,0.27,0.5700000000000001,0.26,48.2,-0.33,-0.21,132.61703703703702,11.237037037037036,1.0,0.037037037037037035
540,50208,오명진,2020,미정,18,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-126.2,-0.08,-0.26,135.47666666666666,4.3,0.0,0.0
541,50293,양찬열,2020,RF,23,17,26,22,5,5,0,0,0,5,3,3,1,0,0,0,0,0,2,0,0.227,0.346,0.227,0.573,0.282,,0.01,-0.0,119.57176470588234,21.229411764705887,0.0,0.0
542,50300,모터,2020,3B,30,10,37,35,4,4,0,0,1,7,3,1,0,0,0,1,0,0,10,0,0.114,0.135,0.2,0.335,0.149,-24.7,-0.43,-0.64,136.5821052631579,27.90526315789473,1.0,0.05263157894736842
543,50350,러셀,2020,2B,26,65,271,244,22,62,14,0,2,82,31,22,2,1,0,3,2,0,37,6,0.254,0.317,0.336,0.653,0.295,75.7,0.45,-1.03,137.01136363636363,18.732954545454547,26.0,0.14772727272727273
544,50357,박주홍,2020,DH,19,13,25,24,0,6,2,0,0,8,1,1,0,0,0,0,0,1,10,0,0.25,0.28,0.333,0.613,0.275,62.0,-0.15,-0.15,138.14,27.536363636363635,3.0,0.2727272727272727
546,50458,김지찬,2020,2B,19,134,286,253,47,59,5,1,1,69,13,24,2,0,5,2,21,4,43,1,0.233,0.302,0.273,0.575,0.268,53.8,0.14,-1.61,119.71152866242036,14.672611464968153,0.0,0.0
547,50468,살라디노,2020,LF,30,44,163,132,26,37,8,0,6,63,27,23,7,0,0,1,6,1,41,3,0.28,0.411,0.477,0.8879999999999999,0.398,136.3,1.35,0.53,140.88108433734942,16.920481927710846,20.0,0.24096385542168675
548,50469,팔카,2020,DH,28,51,217,196,17,41,7,0,8,72,23,18,0,0,0,3,2,0,58,5,0.209,0.272,0.367,0.639,0.285,59.6,-0.67,-0.64,137.8451304347826,21.761739130434776,21.0,0.1826086956521739
549,50506,마차도,2020,SS,28,144,560,486,79,136,31,1,12,205,67,54,8,2,4,8,15,1,60,20,0.28,0.356,0.422,0.778,0.346,102.5,3.25,1.71,133.2718181818182,18.505454545454548,34.0,0.08831168831168831
550,50600,홍종표,2020,2B,20,40,88,80,7,20,3,0,0,23,7,4,0,0,3,1,0,2,13,1,0.25,0.282,0.288,0.57,0.258,42.9,-0.34,-1.01,124.27037735849056,11.894339622641509,0.0,0.0
551,50704,임종찬,2020,RF,18,52,119,108,5,25,5,0,1,33,12,9,1,0,1,0,0,1,38,2,0.231,0.297,0.306,0.603,0.277,61.7,-0.32,-0.49,134.02118644067798,22.700000000000006,6.0,0.1016949152542373
552,50707,최인호,2020,LF,20,46,132,124,8,28,0,0,0,28,6,4,1,0,1,2,0,0,33,3,0.226,0.252,0.226,0.478,0.219,26.3,-0.81,-1.23,128.08632911392408,17.35189873417722,5.0,0.06329113924050632
553,50709,박정현,2020,SS,18,30,64,61,6,17,3,0,1,23,9,3,0,0,0,0,0,0,17,2,0.279,0.312,0.377,0.6890000000000001,0.309,84.3,0.14,-0.05,133.53775000000002,10.965,2.0,0.05
554,50730,반즈,2020,1B,34,74,319,283,38,75,17,1,9,121,42,27,7,1,0,2,2,1,81,4,0.265,0.342,0.428,0.77,0.343,104.6,1.24,0.31,133.50340782122905,22.411173184357548,28.0,0.1564245810055866
555,50802,화이트,2020,DH,29,9,30,22,3,3,1,0,1,7,4,6,2,0,0,0,0,0,1,0,0.136,0.367,0.318,0.685,0.332,92.6,-0.06,0.02,123.87352941176472,36.1764705882353,2.0,0.1176470588235294
556,50819,이거연,2020,DH,23,7,9,7,1,1,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0.143,0.333,0.143,0.476,0.255,,-0.03,0.02,153.19,0.7,0.0,0.0
557,50848,김성민,2020,SS,19,9,16,14,4,4,0,0,2,10,4,1,1,0,0,0,0,0,3,0,0.286,0.375,0.714,1.089,0.466,164.6,0.2,0.15,132.03000000000003,13.29,1.0,0.1
558,50854,최지훈,2020,RF,22,125,510,461,63,117,19,5,1,149,27,34,5,0,7,3,18,6,79,4,0.254,0.31,0.323,0.633,0.288,67.8,0.18,-2.64,131.10952380952378,17.505442176870748,7.0,0.023809523809523808
559,50868,류효승,2020,DH,23,8,9,8,2,1,0,0,1,4,2,1,0,0,0,0,0,0,4,0,0.125,0.222,0.5,0.722,0.313,,-0.02,-0.05,129.22500000000002,17.5,1.0,0.25
560,50923,알테어,2020,CF,29,134,541,477,89,132,20,7,30,256,107,46,12,3,0,6,22,3,147,10,0.277,0.351,0.537,0.888,0.384,122.7,4.26,2.71,139.37339743589735,21.93333333333334,79.0,0.2532051282051282
561,60288,김응민,2020,C,28,44,83,74,7,17,1,0,0,18,5,5,1,0,3,0,0,0,21,1,0.23,0.288,0.243,0.5309999999999999,0.249,39.3,-0.18,0.1,130.74844444444446,14.128888888888893,3.0,0.06666666666666668
562,60343,이해창,2020,C,33,70,135,119,11,32,5,0,3,46,17,9,4,0,1,2,0,2,23,6,0.269,0.336,0.387,0.7230000000000001,0.325,92.8,0.47,-0.29,131.80535714285713,22.930952380952377,6.0,0.07142857142857142
563,60523,정훈,2020,CF,32,111,476,410,72,121,19,1,11,175,58,56,4,0,2,4,11,1,85,8,0.295,0.382,0.427,0.8089999999999999,0.364,115.8,2.69,1.87,134.78731034482766,19.224137931034488,32.0,0.1103448275862069
564,60558,오태곤,2020,LF,28,92,254,231,33,62,11,1,5,90,33,13,6,0,4,0,15,6,46,6,0.268,0.324,0.39,0.714,0.321,85.4,0.65,0.03,135.00450617283954,18.094444444444445,16.0,0.09876543209876544
565,60566,이상호,2020,2B,31,80,63,59,18,8,1,0,0,9,4,3,0,0,1,0,6,4,5,2,0.136,0.177,0.153,0.32999999999999996,0.156,-21.2,-0.65,-0.58,122.09571428571431,20.147619047619052,0.0,0.0
566,61102,유강남,2020,C,27,135,473,424,51,110,18,0,16,176,74,32,13,1,2,2,1,1,84,18,0.259,0.329,0.415,0.744,0.333,101.4,2.89,0.84,137.81349315068493,20.542123287671238,63.0,0.21575342465753425
567,61186,이천웅,2020,CF,31,87,350,303,42,78,11,2,3,102,36,35,4,0,2,6,8,5,41,7,0.257,0.336,0.337,0.673,0.307,83.5,0.62,-0.79,134.20572687224666,15.767841409691627,14.0,0.06167400881057269
568,61197,최영진,2020,3B,32,57,114,99,14,29,3,0,1,35,11,11,2,0,1,1,2,3,15,3,0.293,0.372,0.354,0.726,0.333,98.2,0.41,-0.73,135.2185714285714,12.545454545454545,7.0,0.09090909090909093
569,61204,김동한,2020,3B,32,82,73,68,23,15,5,0,0,20,5,5,0,0,0,0,10,4,8,2,0.221,0.274,0.294,0.5680000000000001,0.259,47.6,-0.24,-0.64,126.97823529411764,12.96470588235294,1.0,0.0196078431372549
570,61208,정진호,2020,LF,31,112,321,277,30,77,14,1,2,99,18,29,3,1,10,2,9,7,49,5,0.278,0.35,0.357,0.707,0.321,87.3,0.38,-0.82,132.3255825242718,12.400485436893197,11.0,0.05339805825242718
571,61353,고종욱,2020,LF,31,90,283,268,24,76,9,3,3,100,26,13,1,0,0,1,1,3,54,3,0.284,0.318,0.373,0.6910000000000001,0.309,,0.02,-0.42,136.75431249999997,13.488750000000005,17.0,0.10625
572,61404,김헌곤,2020,RF,31,96,278,249,26,61,6,0,3,76,34,22,3,0,1,3,7,5,30,7,0.245,0.31,0.305,0.615,0.283,64.8,-0.4,-1.14,130.3775,16.706382978723404,7.0,0.03723404255319149
573,61554,김민하,2020,RF,31,35,84,73,10,21,6,0,1,30,11,8,2,0,1,0,0,0,16,2,0.288,0.373,0.411,0.784,0.355,112.4,0.37,-0.01,132.77784313725485,13.237254901960783,6.0,0.1176470588235294
574,61566,허일,2020,RF,27,60,95,84,5,15,4,0,1,22,6,8,1,0,2,0,0,0,29,4,0.179,0.258,0.262,0.52,0.243,32.7,-0.59,-0.46,136.95931818181816,20.643181818181816,3.0,0.06818181818181818
575,61700,강경학,2020,2B,27,93,237,192,25,44,7,1,4,65,19,35,3,0,5,2,1,2,64,2,0.229,0.353,0.339,0.692,0.321,87.8,0.44,0.57,131.44781818181812,14.82636363636364,4.0,0.03636363636363636
576,61743,오준혁,2020,LF,28,70,161,148,19,40,7,0,3,56,18,11,1,1,0,1,0,3,34,1,0.27,0.323,0.378,0.7010000000000001,0.313,83.6,-0.09,0.08,134.8519387755102,16.253061224489795,5.0,0.051020408163265314
577,61869,정진기,2020,RF,27,48,139,125,13,30,2,2,2,42,15,7,1,1,4,2,7,1,34,2,0.24,0.281,0.336,0.617,0.273,52.2,-0.2,-0.03,137.28791044776122,15.885074626865675,7.0,0.1044776119402985
578,62025,이원재,2020,1B,31,73,146,132,15,34,5,2,4,55,17,11,0,1,2,1,1,0,26,3,0.258,0.312,0.417,0.729,0.32,81.7,-0.1,-0.45,136.31293478260864,15.82391304347826,15.0,0.16304347826086954
579,62234,류지혁,2020,3B,26,25,51,42,13,16,3,0,1,22,5,1,5,0,1,2,1,1,6,3,0.381,0.44,0.524,0.964,0.422,155.7,0.63,0.19,130.01138888888886,13.080555555555561,4.0,0.1111111111111111
580,62244,박세혁,2020,C,30,122,415,352,46,96,18,2,3,127,49,35,12,0,9,7,5,3,44,7,0.273,0.352,0.361,0.713,0.324,91.6,1.78,1.13,132.48555956678695,18.775090252707578,26.0,0.09386281588447654
581,62265,유민상,2020,1B,31,126,455,390,38,96,23,0,8,143,65,53,6,1,2,4,0,0,80,13,0.246,0.342,0.367,0.7090000000000001,0.322,89.0,0.48,0.98,136.70228464419472,19.741573033707873,42.0,0.15730337078651685
582,62332,김재현,2020,C,27,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,-126.2,-0.07,-0.01,103.82,-13.2,0.0,0.0
583,62353,박정음,2020,CF,31,84,47,43,20,8,0,1,0,10,2,2,2,0,0,0,9,1,14,0,0.186,0.255,0.233,0.488,0.23,,0.0,-0.14,128.12857142857143,11.895238095238097,0.0,0.0
584,62356,김규민,2020,LF,27,52,108,99,12,20,2,1,1,27,6,4,1,0,3,1,1,0,23,3,0.202,0.238,0.273,0.511,0.231,26.4,-0.63,-1.18,132.10561403508768,15.508771929824565,7.0,0.12280701754385966
585,62404,구자욱,2020,LF,27,118,510,446,70,137,27,2,15,213,78,51,8,3,1,4,19,5,91,4,0.307,0.385,0.478,0.863,0.381,126.0,3.36,4.53,132.83195046439621,20.99566563467492,42.0,0.13003095975232198
586,62409,박찬도,2020,LF,31,51,116,96,20,21,5,0,1,29,8,15,1,1,2,2,5,1,22,2,0.219,0.325,0.302,0.627,0.288,64.6,-0.15,-0.62,132.52114754098363,15.001639344262292,2.0,0.032786885245901634
587,62415,박해민,2020,CF,30,131,538,486,84,142,18,5,11,203,55,39,3,1,7,3,34,12,76,7,0.292,0.347,0.418,0.7649999999999999,0.34,99.1,2.56,-0.05,128.3535326086958,18.73070652173913,14.0,0.03804347826086957
588,62537,윤수강,2020,C,30,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,0.5,0.225,,-0.01,0.0,157.18,-7.449999999999998,0.0,0.0
589,62556,신본기,2020,3B,31,81,123,106,18,23,1,0,2,30,12,14,1,0,1,1,1,0,22,3,0.217,0.311,0.283,0.594,0.279,,0.04,-0.3,128.19047619047615,23.26190476190477,4.0,0.06349206349206349
590,62558,김준태,2020,C,25,128,369,306,38,69,12,2,5,100,43,56,1,0,3,3,2,2,64,5,0.225,0.344,0.327,0.671,0.312,81.7,0.96,0.11,134.3706818181819,18.637727272727282,19.0,0.08636363636363636
591,62700,하주석,2020,SS,26,72,281,262,22,75,11,0,2,92,32,13,2,0,2,2,4,1,66,3,0.286,0.323,0.351,0.6739999999999999,0.303,81.2,0.85,-0.5,133.50530612244896,14.34625850340136,12.0,0.08163265306122447
592,62797,양성우,2020,LF,31,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.222,0.222,0.222,0.444,0.2,14.4,-0.06,-0.06,125.0575,0.5750000000000002,0.0,0.0
593,62802,박승욱,2020,2B,27,97,128,110,23,29,3,2,1,39,10,11,4,0,2,1,5,1,37,1,0.264,0.349,0.355,0.704,0.322,86.9,0.34,-0.37,130.56196969696967,18.53030303030303,3.0,0.045454545454545456
594,62864,김민식,2020,C,31,69,237,210,22,52,6,1,2,66,21,17,2,0,6,2,0,0,28,3,0.248,0.307,0.314,0.621,0.284,,0.07,-0.36,132.4624223602484,20.780745341614924,9.0,0.05590062111801242
595,62884,최항,2020,2B,26,47,155,132,21,35,3,0,2,44,15,21,1,1,0,1,1,0,27,3,0.265,0.368,0.333,0.7010000000000001,0.323,92.8,0.62,-0.09,133.6474725274725,14.978021978021975,5.0,0.054945054945054944
596,62893,최정민,2020,2B,31,24,10,8,12,1,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0.125,0.3,0.125,0.425,0.23,31.2,-0.04,-0.12,140.08249999999998,-1.1750000000000005,0.0,0.0
597,62895,한동민,2020,RF,30,62,231,193,35,48,5,0,15,98,31,30,6,1,0,2,2,0,49,8,0.249,0.364,0.508,0.872,0.383,121.0,1.23,0.56,139.80145038167944,21.91984732824427,36.0,0.2748091603053435
598,62907,박민우,2020,2B,27,124,523,461,81,160,27,5,8,221,62,36,15,2,2,9,13,6,48,12,0.347,0.405,0.479,0.884,0.39,133.8,4.48,1.47,133.5306788511749,15.183812010443859,14.0,0.03655352480417755
599,62908,황윤호,2020,3B,26,25,73,70,5,17,3,0,0,20,5,3,0,0,0,0,2,0,10,3,0.243,0.274,0.286,0.56,0.254,46.0,-0.09,-1.18,129.22454545454545,18.71272727272727,1.0,0.01818181818181818
600,62925,강진성,2020,1B,26,119,424,387,53,122,25,0,12,183,70,20,9,0,2,6,9,1,46,11,0.315,0.358,0.473,0.831,0.366,115.4,1.97,0.97,132.4680666666666,19.691333333333322,25.0,0.08333333333333333
601,62931,노진혁,2020,SS,30,130,478,421,68,113,21,3,19,197,81,49,5,3,3,0,0,4,105,8,0.268,0.352,0.468,0.8200000000000001,0.362,109.6,3.02,1.3,135.6419649122807,21.603508771929818,51.0,0.17894736842105266
602,62934,김성욱,2020,RF,27,102,223,193,31,43,4,1,8,73,26,17,4,0,7,2,12,4,40,0,0.223,0.296,0.378,0.6739999999999999,0.303,66.8,-0.07,-0.06,131.7702962962962,27.658518518518523,13.0,0.0962962962962963
603,62947,나성범,2020,DH,30,128,576,519,114,168,36,2,33,307,107,47,9,2,0,1,3,1,147,6,0.324,0.389,0.592,0.981,0.426,150.9,4.94,3.86,141.8592492492494,18.600000000000012,89.0,0.2672672672672673
604,63202,장승현,2020,C,26,23,22,20,5,5,3,0,0,8,3,1,1,0,0,0,0,0,6,2,0.25,0.318,0.4,0.718,0.322,,0.12,0.07,137.8390909090909,28.981818181818184,1.0,0.09090909090909093
605,63257,김인태,2020,LF,26,75,107,81,14,15,5,0,1,23,13,21,2,0,2,1,0,0,13,3,0.185,0.362,0.284,0.6459999999999999,0.312,85.5,0.23,0.95,136.9141935483871,19.529032258064515,7.0,0.1129032258064516
606,63260,이우성,2020,LF,25,48,67,59,5,12,1,0,0,13,3,6,2,0,0,0,1,0,11,2,0.203,0.299,0.22,0.519,0.251,44.9,-0.22,-0.31,142.4786666666666,14.766666666666666,9.0,0.2
607,63339,김민준,2020,LF,26,12,5,4,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,-126.2,-0.15,0.12,115.53,70.65,0.0,0.0
608,63435,김성표,2020,CF,26,15,8,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0.125,0.125,0.125,0.25,0.112,-48.1,-0.1,0.03,114.67,29.360000000000007,0.0,0.0
609,63440,이흥련,2020,C,31,49,132,125,6,30,1,0,3,40,20,6,0,0,0,1,0,0,29,5,0.24,0.273,0.32,0.593,0.267,,0.09,-0.36,129.00792682926829,14.181707317073178,5.0,0.06097560975609756
610,63448,김영환,2020,2B,27,14,18,16,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,0,0.0,0.059,0.0,0.059,0.041,-99.4,-0.4,-0.14,132.118,25.76,1.0,0.1
611,63450,정현,2020,SS,26,87,126,110,14,17,4,0,2,27,4,11,2,0,3,0,0,2,34,3,0.155,0.244,0.245,0.489,0.231,24.3,-0.48,-0.6,132.56985714285713,21.460000000000004,6.0,0.08571428571428573
612,63559,백동훈,2020,RF,29,25,17,15,5,3,1,0,0,4,0,0,2,0,0,0,0,0,3,0,0.2,0.294,0.267,0.5609999999999999,0.267,,-0.01,-0.4,134.14333333333335,16.67777777777778,2.0,0.2222222222222222
613,63634,이홍구,2020,C,29,49,96,84,5,16,2,0,3,27,8,6,3,0,2,1,0,0,26,3,0.19,0.266,0.321,0.587,0.268,47.2,-0.17,-0.55,130.53807692307694,27.278846153846153,6.0,0.1153846153846154
614,63636,고장혁,2020,3B,30,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0.231,0.231,0.231,0.462,0.207,13.8,-0.08,-0.22,132.3825,5.025,1.0,0.25
615,63700,장운호,2020,RF,26,23,29,27,5,4,1,0,1,8,4,2,0,0,0,0,0,0,9,0,0.148,0.207,0.296,0.503,0.227,24.0,-0.16,0.06,134.12,22.529411764705877,2.0,0.1176470588235294
616,63703,박한결,2020,SS,25,13,24,20,5,3,0,0,0,3,1,2,0,0,2,0,0,0,8,2,0.15,0.227,0.15,0.377,0.186,-7.1,-0.17,-0.44,128.29222222222222,25.02222222222223,0.0,0.0
617,63704,노수광,2020,CF,29,100,330,291,39,73,10,3,1,92,21,34,2,2,2,1,11,7,64,2,0.251,0.332,0.316,0.648,0.297,76.7,0.23,-0.77,126.1340101522842,15.538071065989845,0.0,0.0
618,63722,한승택,2020,C,26,83,262,226,22,51,6,0,9,84,29,21,6,0,9,0,0,0,58,7,0.226,0.308,0.372,0.6799999999999999,0.309,71.4,0.5,-0.17,132.0249668874172,19.3384105960265,14.0,0.09271523178807947
619,63903,유영준,2020,2B,25,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.2,-0.07,-0.07,95.995,8.899999999999997,0.0,0.0
620,63913,최재원,2020,CF,29,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,-126.2,-0.15,-0.07,112.775,-24.35,0.0,0.0
621,63920,김준완,2020,RF,29,45,75,65,8,14,1,0,1,18,5,10,0,0,0,0,0,0,9,3,0.215,0.32,0.277,0.597,0.282,65.0,-0.1,-0.29,124.85043478260869,14.27391304347826,1.0,0.021739130434782608
622,63963,권희동,2020,RF,29,121,418,338,67,89,16,0,12,141,50,58,11,0,6,5,3,0,70,5,0.263,0.383,0.417,0.8,0.363,111.7,2.08,1.84,134.94511811023628,22.584645669291355,25.0,0.0984251968503937
623,64004,김민혁,2020,LF,24,106,246,219,35,53,5,2,5,77,25,22,2,0,2,1,8,4,41,4,0.242,0.316,0.352,0.6679999999999999,0.303,75.5,-0.08,0.92,135.7331060606061,11.443181818181822,4.0,0.030303030303030307
624,64006,심우준,2020,SS,25,142,526,467,57,109,16,3,3,140,47,37,2,0,16,4,35,11,97,7,0.233,0.29,0.3,0.59,0.269,49.6,-0.1,-2.62,126.90207792207794,18.84902597402597,6.0,0.01948051948051948
625,64007,문상철,2020,1B,29,72,169,152,23,40,3,2,8,71,25,10,2,0,3,2,0,1,41,4,0.263,0.313,0.467,0.78,0.342,95.8,0.36,-0.93,136.52969387755104,17.689795918367334,15.0,0.15306122448979592
626,64012,송민섭,2020,RF,28,114,51,41,21,8,1,1,1,14,5,5,1,0,3,1,4,3,13,0,0.195,0.292,0.341,0.633,0.287,54.0,-0.23,-0.06,129.21384615384616,29.657692307692308,2.0,0.07692307692307693
627,64014,김병희,2020,3B,29,27,21,20,4,3,0,0,1,6,2,0,0,0,0,1,0,0,7,0,0.15,0.143,0.3,0.44299999999999995,0.186,-5.3,-0.15,-0.19,136.17357142857142,36.26428571428571,1.0,0.07142857142857142
628,64086,신성현,2020,미정,29,8,7,4,2,1,1,0,0,2,0,3,0,0,0,0,0,0,3,0,0.25,0.571,0.5,1.071,0.483,,0.08,0.14,154.55,17.3,1.0,1.0
629,64100,박재욱,2020,C,24,15,17,15,0,4,0,0,0,4,1,0,1,0,1,0,0,0,4,2,0.267,0.312,0.267,0.579,0.27,,-0.01,-0.22,139.54142857142858,10.314285714285717,1.0,0.14285714285714285
630,64101,한석현,2020,RF,26,9,3,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.333,0.0,0.333,0.233,,-0.0,-0.0,132.73,-21.7,0.0,0.0
631,64115,장준원,2020,3B,24,44,66,58,9,13,3,0,1,19,6,6,0,0,1,1,0,0,7,2,0.224,0.292,0.328,0.62,0.281,,0.04,0.0,136.89886363636364,16.46136363636364,5.0,0.11363636363636365
632,64153,양석환,2020,3B,28,40,132,118,8,29,5,0,3,43,13,10,2,0,2,0,0,0,25,1,0.246,0.315,0.364,0.679,0.309,82.5,0.18,-0.75,136.19279069767438,25.061627906976746,10.0,0.11627906976744184
633,64166,배정대,2020,CF,25,142,604,523,87,151,25,3,13,221,64,68,5,0,5,3,22,13,141,9,0.289,0.374,0.423,0.7969999999999999,0.358,111.6,3.6,0.91,132.84311953352767,17.69475218658894,42.0,0.12244897959183673
634,64209,정기훈,2020,3B,25,29,36,31,9,5,2,0,0,7,2,3,2,0,0,0,0,1,15,0,0.161,0.278,0.226,0.504,0.245,41.8,-0.12,-0.34,121.19785714285715,24.66428571428571,0.0,0.0
635,64213,최용제,2020,C,28,28,49,44,9,13,0,1,0,15,9,4,0,0,1,0,0,0,8,2,0.295,0.354,0.341,0.6950000000000001,0.317,85.6,0.22,0.28,128.23724137931038,17.551724137931036,0.0,0.0
636,64260,김경호,2020,LF,24,54,100,96,14,24,2,1,0,28,8,2,0,0,1,1,1,4,15,2,0.25,0.263,0.292,0.5549999999999999,0.247,41.8,-0.54,-1.13,125.51109589041096,14.697260273972606,0.0,0.0
637,64266,이성곤,2020,1B,28,61,153,138,16,38,7,0,5,60,18,11,0,0,2,2,2,0,38,3,0.275,0.325,0.435,0.76,0.335,91.9,0.21,-0.23,132.65244444444446,16.790000000000006,10.0,0.1111111111111111
638,64300,김하성,2020,SS,24,136,612,525,110,161,24,1,29,274,105,74,8,3,2,3,23,2,68,12,0.307,0.398,0.522,0.92,0.404,147.7,6.81,3.89,138.3300722891565,22.48481927710845,67.0,0.1614457831325301
640,64346,임병욱,2020,CF,24,12,41,37,3,10,4,0,0,14,6,4,0,1,0,0,3,0,10,1,0.27,0.341,0.378,0.7190000000000001,0.316,89.3,0.22,0.27,140.81863636363633,8.109090909090911,5.0,0.2272727272727273
641,64407,김호재,2020,3B,25,65,138,118,19,38,5,0,1,46,10,16,3,0,1,0,2,0,19,1,0.322,0.416,0.39,0.806,0.37,124.0,1.11,0.03,127.49156626506023,13.707228915662654,0.0,0.0
642,64410,백승민,2020,1B,30,7,12,9,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0.0,0.25,0.0,0.25,0.18,-4.5,-0.13,0.02,117.934,4.88,0.0,0.0
643,64468,박계범,2020,SS,24,79,171,160,21,32,7,0,3,48,16,7,0,0,3,1,3,2,40,3,0.2,0.232,0.3,0.532,0.238,29.0,-0.82,-0.86,128.69352941176464,21.446078431372552,1.0,0.00980392156862745
644,64469,송준석,2020,RF,26,32,50,47,5,13,5,0,1,21,7,2,1,0,0,0,0,0,6,4,0.277,0.32,0.447,0.767,0.339,,0.12,0.19,131.87935483870965,21.75806451612904,2.0,0.06451612903225806
645,64499,김재현,2020,SS,28,35,18,14,4,2,0,0,0,2,4,3,0,0,1,0,0,0,3,1,0.143,0.294,0.143,0.43699999999999994,0.229,23.0,-0.05,-0.01,127.03857142857143,12.814285714285715,0.0,0.0
